大分類,中分類,小分類,問題ID,問題本文,選択肢1,選択肢2,選択肢3,選択肢4,回答の選択肢番号,回答の解説,難易度
漫画,ワンピース,海賊団,ONEPIECE_255,麦わらの一味で、船医は誰？,トニートニー・チョッパー,ナミ,ロビン,ブルック,1,トニートニー・チョッパーは船医です。,1
漫画,ワンピース,海賊団,ONEPIECE_256,麦わらの一味で、考古学者は誰？,ニコ・ロビン,ナミ,チョッパー,ブルック,1,ニコ・ロビンは考古学者です。,1
漫画,ワンピース,海賊団,ONEPIECE_257,麦わらの一味で、船大工は誰？,フランキー,ウソップ,ブルック,ジンベエ,1,フランキーは船大工です。,1
漫画,ワンピース,海賊団,ONEPIECE_258,麦わらの一味で、音楽家は誰？,ブルック,ウソップ,フランキー,ジンベエ,1,ブルックは音楽家です。,1
漫画,ワンピース,海賊団,ONEPIECE_259,麦わらの一味で、操舵手は誰？,ジンベエ,フランキー,ウソップ,ブルック,1,ジンベエは操舵手です。,1
漫画,ワンピース,海賊団,ONEPIECE_260,白ひげ海賊団の船首像は何の動物をモチーフにしている？,クジラ,ライオン,龍,魚,1,白ひげ海賊団の船首像はクジラをモチーフにしています。,1
漫画,ワンピース,海賊団,ONEPIECE_261,白ひげ海賊団の隊長で、一番隊隊長は誰？,マルコ,エース,ジョズ,ビスタ,1,一番隊隊長はマルコです。,1
漫画,ワンピース,海賊団,ONEPIECE_262,白ひげ海賊団の隊長で、三番隊隊長は誰？,ジョズ,マルコ,エース,ビスタ,1,三番隊隊長はジョズです。,1
漫画,ワンピース,海賊団,ONEPIECE_263,白ひげ海賊団の隊長で、五番隊隊長は誰？,ビスタ,マルコ,エース,ジョズ,1,五番隊隊長はビスタです。,2
漫画,ワンピース,海賊団,ONEPIECE_264,ビッグ・マム海賊団の船首像は何をモチーフにしている？,タルト,ケーキ,キャンディ,スウィーツ,1,ビッグ・マム海賊団の船首像はタルトをモチーフにしています。,2
漫画,ワンピース,海賊団,ONEPIECE_265,ビッグ・マムの能力「ソルソルの実」は、どのような能力？,魂を操る,寿命を奪う,魂を具現化する,心を操る,1,ソルソルの実は魂を操る能力です。,1
漫画,ワンピース,海賊団,ONEPIECE_266,ビッグ・マム海賊団の三将星で、ビスケットを操る能力者は誰？,シャーロット・クラッカー,シャーロット・カタクリ,シャーロット・スムージー,シャーロット・ペロスペロー,1,ビスケットを操る能力者は「シャーロット・クラッカー」です。,1
漫画,ワンピース,海賊団,ONEPIECE_267,ビッグ・マム海賊団の三将星で、液体を操る能力者は誰？,シャーロット・スムージー,シャーロット・カタクリ,シャーロット・クラッカー,シャーロット・ペロスペロー,1,液体を操る能力者は「シャーロット・スムージー」です。,1
漫画,ワンピース,海賊団,ONEPIECE_268,ビッグ・マム海賊団で、長男は誰？,シャーロット・ペロスペロー,シャーロット・カタクリ,シャーロット・スムージー,シャーロット・クラッカー,1,長男は「シャーロット・ペロスペロー」です。,2
漫画,ワンピース,海賊団,ONEPIECE_269,カイドウ海賊団の船首像は何をモチーフにしている？,龍,鬼,虎,ライオン,1,カイドウ海賊団の船首像は龍をモチーフにしています。,1
漫画,ワンピース,海賊団,ONEPIECE_270,カイドウの異名「最強の生物」の由来は？,不死身だから,誰も倒せないから,圧倒的な力だから,生き残ったから,1,カイドウの異名「最強の生物」の由来は不死身だからです。,2
漫画,ワンピース,海賊団,ONEPIECE_271,カイドウ海賊団の大看板で、火災のキングの能力は？,リュウリュウの実 モデル"プテラノドン",ネコネコの実 モデル"豹",イヌイヌの実 モデル"ウルフ",ゾオン系,1,キングの能力は「リュウリュウの実 モデル"プテラノドン"」です。,2
漫画,ワンピース,海賊団,ONEPIECE_272,カイドウ海賊団の大看板で、疫災のクイーンの能力は？,リュウリュウの実 モデル"ブラキオサウルス",ネコネコの実 モデル"豹",イヌイヌの実 モデル"ウルフ",ゾオン系,1,クイーンの能力は「リュウリュウの実 モデル"ブラキオサウルス"」です。,2
漫画,ワンピース,海賊団,ONEPIECE_273,カイドウ海賊団の大看板で、旱害のジャックの能力は？,ゾウゾウの実 モデル"マンモス",ネコネコの実 モデル"豹",イヌイヌの実 モデル"ウルフ",ゾオン系,1,ジャックの能力は「ゾウゾウの実 モデル"マンモス"」です。,2
漫画,ワンピース,海賊団,ONEPIECE_274,黒ひげ海賊団の船首像は何をモチーフにしている？,牙,ドクロ,クマ,サメ,1,黒ひげ海賊団の船首像は牙をモチーフにしています。,2
漫画,ワンピース,海賊団,ONEPIECE_275,黒ひげの異名「闇の王者」の由来は？,ヤミヤミの実の能力,闇を操るから,夜に強いから,闇の世界に住むから,1,黒ひげの異名「闇の王者」の由来はヤミヤミの実の能力です。,2
漫画,ワンピース,海賊団,ONEPIECE_276,黒ひげ海賊団のメンバーで、医者は誰？,ドクQ,ラフィット,バスコ・ショット,シリュウ,1,黒ひげ海賊団の医者はドクQです。,1
漫画,ワンピース,海賊団,ONEPIECE_277,黒ひげ海賊団のメンバーで、航海士は誰？,ラフィット,ドクQ,バスコ・ショット,シリュウ,1,黒ひげ海賊団の航海士はラフィットです。,1
漫画,ワンピース,海賊団,ONEPIECE_278,黒ひげ海賊団のメンバーで、元インペルダウンの看守長は誰？,シリュウ,ドクQ,ラフィット,バスコ・ショット,1,黒ひげ海賊団のメンバーで元インペルダウンの看守長はシリュウです。,1
漫画,ワンピース,海賊団,ONEPIECE_279,赤髪海賊団の船の名前は？,レッド・フォース号,赤髪号,シャンクス号,海賊王号,1,赤髪海賊団の船は「レッド・フォース号」です。,1
漫画,ワンピース,海賊団,ONEPIECE_280,赤髪海賊団の副船長は誰？,ベン・ベックマン,ヤソップ,ラッキー・ルウ,ライムジュース,1,赤髪海賊団の副船長はベン・ベックマンです。,1
漫画,ワンピース,海賊団,ONEPIECE_281,赤髪海賊団の狙撃手は誰？,ヤソップ,ベン・ベックマン,ラッキー・ルウ,ライムジュース,1,赤髪海賊団の狙撃手はヤソップです。,1
漫画,ワンピース,海賊団,ONEPIECE_282,赤髪海賊団の幹部で、大食らいは誰？,ラッキー・ルウ,ベン・ベックマン,ヤソップ,ライムジュース,1,赤髪海賊団の幹部で大食らいはラッキー・ルウです。,1
漫画,ワンピース,海軍,ONEPIECE_283,海軍本部元帥で、現在の元帥は誰？,サカズキ,センゴク,ボルサリーノ,クザン,1,現在の元帥は「サカズキ」です。,2
漫画,ワンピース,海軍,ONEPIECE_284,海軍本部大将で、現在のメンバーは誰？,黄猿,藤虎,緑牛,赤犬,1,現在の海軍本部大将は「黄猿」「藤虎」「緑牛」です。,2
漫画,ワンピース,海軍,ONEPIECE_285,海軍本部大将で、元大将で青雉の悪魔の実は何？,ヒエヒエの実,メラメラの実,マグマグの実,ピカピカの実,1,青雉の悪魔の実は「ヒエヒエの実」です。,1
漫画,ワンピース,海軍,ONEPIECE_286,海軍本部大将で、元大将で赤犬の悪魔の実は何？,マグマグの実,メラメラの実,ヒエヒエの実,ピカピカの実,1,赤犬の悪魔の実は「マグマグの実」です。,1
漫画,ワンピース,海軍,ONEPIECE_287,海軍本部大将で、黄猿の悪魔の実は何？,ピカピカの実,メラメラの実,ヒエヒエの実,マグマグの実,1,黄猿の悪魔の実は「ピカピカの実」です。,1
漫画,ワンピース,海軍,ONEPIECE_288,海軍本部大将で、藤虎の悪魔の実は何？,ズシズシの実,メラメラの実,ヒエヒエの実,マグマグの実,1,藤虎の悪魔の実は「ズシズシの実」です。,1
漫画,ワンピース,海軍,ONEPIECE_289,海軍本部大将で、緑牛の能力は？,森森の実,植物を操る,生命を操る,自然を操る,1,緑牛の能力は森森の実です。,2
漫画,ワンピース,海軍,ONEPIECE_290,海軍の英雄で、ルフィの祖父の名前は？,モンキー・D・ガープ,モンキー・D・ドラゴン,モンキー・D・ルフィ,モンキー・D・エース,1,ルフィの祖父はモンキー・D・ガープです。,1
漫画,ワンピース,海軍,ONEPIECE_291,海軍G-5支部所属の海兵で、スモーカーの部下は誰？,たしぎ,コビー,ヘルメッポ,ヒナ,1,スモーカーの部下はたしぎです。,1
漫画,ワンピース,海軍,ONEPIECE_292,海軍の軍曹で、後に大佐になるのは誰？,コビー,ヘルメッポ,スモーカー,たしぎ,1,後に大佐になるのはコビーです。,1
漫画,ワンピース,海軍,ONEPIECE_293,海軍の軍曹で、コビーの相棒は誰？,ヘルメッポ,コビー,スモーカー,たしぎ,1,コビーの相棒はヘルメッポです。,1
漫画,ワンピース,海軍,ONEPIECE_294,海軍本部少将で、檻のヒナの能力は？,オリオリの実,イトイトの実,バリバリの実,ヌイヌイの実,1,ヒナの能力は「オリオリの実」です。,1
漫画,ワンピース,海軍,ONEPIECE_295,海軍の科学班を率いる天才科学者は誰？,Dr.ベガパンク,シーザー・クラウン,クイーン,ジャッジ,1,海軍の科学班を率いる天才科学者はDr.ベガパンクです。,1
漫画,ワンピース,七武海,ONEPIECE_296,王下七武海の一人で、世界最強の剣士は誰？,ジュラキュール・ミホーク,ドンキホーテ・ドフラミンゴ,バーソロミュー・くま,ボア・ハンコック,1,世界最強の剣士はジュラキュール・ミホークです。,1
漫画,ワンピース,七武海,ONEPIECE_297,ジュラキュール・ミホークの異名は？,鷹の目,最強の剣士,世界一の剣豪,孤独な剣士,1,ミホークの異名は「鷹の目」です。,1
漫画,ワンピース,七武海,ONEPIECE_298,王下七武海の一人で、砂を操る能力者は誰？,クロコダイル,ドンキホーテ・ドフラミンゴ,バーソロミュー・くま,ボア・ハンコック,1,砂を操る能力者はクロコダイルです。,1
漫画,ワンピース,七武海,ONEPIECE_299,王下七武海の一人で、改造人間は誰？,バーソロミュー・くま,ドンキホーテ・ドフラミンゴ,ボア・ハンコック,ジュラキュール・ミホーク,1,改造人間はバーソロミュー・くまです。,1
漫画,ワンピース,七武海,ONEPIECE_300,バーソロミュー・くまの悪魔の実は何？,ニキュニキュの実,プニプニの実,パシパシの実,ベタベタの実,1,くまの悪魔の実は「ニキュニキュの実」です。,1
漫画,ワンピース,七武海,ONEPIECE_301,王下七武海の一人で、女ヶ島の皇帝は誰？,ボア・ハンコック,ドンキホーテ・ドフラミンゴ,バーソロミュー・くま,ジュラキュール・ミホーク,1,女ヶ島の皇帝はボア・ハンコックです。,1
漫画,ワンピース,七武海,ONEPIECE_302,ボア・ハンコックの悪魔の実は何？,メロメロの実,ホビホビの実,イトイトの実,グラグラの実,1,ハンコックの悪魔の実は「メロメロの実」です。,1
漫画,ワンピース,七武海,ONEPIECE_303,王下七武海の一人で、人形を操る能力者は誰？,ドンキホーテ・ドフラミンゴ,ジュラキュール・ミホーク,バーソロミュー・くま,ボア・ハンコック,1,人形を操る能力者はドンキホーテ・ドフラミンゴです。,1
漫画,ワンピース,七武海,ONEPIECE_304,王下七武海の一人で、魚人族の元メンバーは誰？,ジンベエ,ドンキホーテ・ドフラミンゴ,バーソロミュー・くま,ボア・ハンコック,1,魚人族の元メンバーはジンベエです。,1
漫画,ワンピース,七武海,ONEPIECE_305,王下七武海の一人で、元メンバーで、世界会議で剥奪されたのは誰？,エドワード・ウィーブル,バギー,トラファルガー・ロー,クロコダイル,1,世界会議で剥奪されたのはエドワード・ウィーブルです。,2
漫画,ワンピース,七武海,ONEPIECE_306,王下七武海の一人で、元メンバーで、インペルダウンを脱獄したのは誰？,バギー,クロコダイル,トラファルガー・ロー,ジュラキュール・ミホーク,1,インペルダウンを脱獄したのはバギーです。,1
漫画,ワンピース,七武海,ONEPIECE_307,王下七武海の一人で、元メンバーで、麦わらの一味と海賊同盟を結んだのは誰？,トラファルガー・ロー,バギー,エドワード・ウィーブル,クロコダイル,1,麦わらの一味と海賊同盟を結んだのはトラファルガー・ローです。,1
漫画,ワンピース,革命軍,ONEPIECE_308,革命軍のリーダーは誰？,モンキー・D・ドラゴン,サボ,イワンコフ,くま,1,革命軍のリーダーはモンキー・D・ドラゴンです。,1
漫画,ワンピース,革命軍,ONEPIECE_309,モンキー・D・ドラゴンの異名は？,革命家ドラゴン,世界の危険人物,自由の戦士,風の革命家,1,ドラゴンの異名は「革命家ドラゴン」です。,1
漫画,ワンピース,革命軍,ONEPIECE_310,革命軍の参謀総長は誰？,サボ,モンキー・D・ドラゴン,イワンコフ,くま,1,革命軍の参謀総長はサボです。,1
漫画,ワンピース,革命軍,ONEPIECE_311,サボが悪魔の実の能力者として手に入れた能力は何？,メラメラの実,スベスベの実,オペオペの実,ヒエヒエの実,1,サボが悪魔の実の能力者として手に入れたのは「メラメラの実」です。,1
漫画,ワンピース,革命軍,ONEPIECE_312,革命軍のメンバーで、オカマ王国を率いるのは誰？,エンポリオ・イワンコフ,イナズマ,サボ,モンキー・D・ドラゴン,1,オカマ王国を率いるのはエンポリオ・イワンコフです。,1
漫画,ワンピース,革命軍,ONEPIECE_313,エンポリオ・イワンコフの悪魔の実は何？,ホルホルの実,ホルモンを操る,性別を変える,治癒能力,1,イワンコフの悪魔の実は「ホルホルの実」です。,1
漫画,ワンピース,革命軍,ONEPIECE_314,革命軍のメンバーで、ハサミ人間は誰？,イナズマ,エンポリオ・イワンコフ,サボ,モンキー・D・ドラゴン,1,ハサミ人間はイナズマです。,1
漫画,ワンピース,革命軍,ONEPIECE_315,イナズマの悪魔の実は何？,チョキチョキの実,ハサミハサミの実,切り刻む能力,刃物の能力,1,イナズマの悪魔の実は「チョキチョキの実」です。,1
漫画,ワンピース,世界会議,ONEPIECE_316,世界会議（レヴェリー）が開催される聖地の名前は？,マリージョア,エニエス・ロビー,インペルダウン,グランドライン,1,レヴェリーが開催される聖地は「マリージョア」です。,1
漫画,ワンピース,世界会議,ONEPIECE_317,世界会議で、各国の代表者が話し合う議題は何？,世界の平和,海賊問題,世界情勢,新たな同盟,1,各国の代表者が話し合う議題は「世界の平和」や「海賊問題」など世界情勢全般です。,2
漫画,ワンピース,歴史,ONEPIECE_318,空白の100年を研究している学者を何と呼ぶ？,考古学者,歴史学者,古代文明研究者,歴史家,1,空白の100年を研究している学者は「考古学者」です。,1
漫画,ワンピース,歴史,ONEPIECE_319,歴史の本文（ポーネグリフ）を解読できる唯一の生存者は誰？,ニコ・ロビン,モンキー・D・ドラゴン,Dr.ベガパンク,光月おでん,1,ポーネグリフを解読できるのはニコ・ロビンです。,1
漫画,ワンピース,歴史,ONEPIECE_320,古代兵器「プルトン」の設計図のありかは？,ウォーターセブン,アラバスタ,エニエス・ロビー,インペルダウン,1,プルトンの設計図のありかは「ウォーターセブン」です。,2
漫画,ワンピース,歴史,ONEPIECE_321,古代兵器「ポセイドン」の正体は誰？,しらほし,オトヒメ,コアラ,キャロット,1,ポセイドンの正体はしらほしです。,1
漫画,ワンピース,歴史,ONEPIECE_322,古代兵器「ウラヌス」の能力の詳細は？,不明,天候を操る,空を操る,大地を操る,1,ウラヌスの能力の詳細は不明です。,1
漫画,ワンピース,歴史,ONEPIECE_323,Dの意思を持つ者たちが集まる場所は？,ラフテル,ロードスター島,最終島,グランドライン,1,Dの意思を持つ者たちが集まる場所は「ラフテル」です。,2
漫画,ワンピース,伏線,ONEPIECE_324,グランドラインを逆走する巨大な山脈の名前は？,リヴァース・マウンテン,巨大な山,レッドライン,マウンテンピーク,1,グランドラインを逆走する巨大な山脈は「リヴァース・マウンテン」です。,1
漫画,ワンピース,伏線,ONEPIECE_325,空島編で登場した、巨大な豆の木の名前は？,ジャイアントジャック,巨大豆の木,空島の豆の木,天国の豆の木,1,空島編で登場した巨大な豆の木は「ジャイアントジャック」です。,2
漫画,ワンピース,伏線,ONEPIECE_326,インペルダウンのLEVEL6に幽閉されている囚人たちは何と呼ばれる？,永久監禁者,伝説の囚人,最悪の囚人,深層の囚人,1,LEVEL6に幽閉されている囚人たちは「永久監禁者」と呼ばれます。,2
漫画,ワンピース,伏線,ONEPIECE_327,ワノ国編で、光月おでんが記したとされる日誌の名前は？,おでん日誌,光月日誌,ワノ国日誌,冒険日誌,1,光月おでんが記したとされる日誌は「おでん日誌」です。,1
漫画,ワンピース,伏線,ONEPIECE_328,ワノ国編で、ルフィの夢の果てが明かされたのは誰に対して？,仲間たち,エース,サボ,カイドウ,1,ルフィの夢の果てが明かされたのは仲間たちに対してです。,2
漫画,ワンピース,伏線,ONEPIECE_329,世界政府の最高権力者「イム様」の正体は？,不明,五老星の一員,天竜人の王,世界の創造主,1,イム様の正体は不明です。,1
漫画,ワンピース,伏線,ONEPIECE_330,エッグヘッド編で、Dr.ベガパンクが話す「真実」とは何？,空白の100年,古代兵器,世界の秘密,悪魔の実の起源,1,Dr.ベガパンクが話す「真実」とは「空白の100年」です。,2
漫画,ワンピース,伏線,ONEPIECE_331,世界中に散らばる、海賊王が残したとされる財宝の名前は？,ワンピース,グランドラインの財宝,ラフテル,ロードスター,1,海賊王が残したとされる財宝は「ワンピース」です。,1
漫画,ワンピース,用語,ONEPIECE_332,「海賊王」の称号を得るためには、何を見つける必要がある？,ワンピース,ロードスター島,グランドラインの終点,最終島,1,海賊王の称号を得るためには「ワンピース」を見つける必要があります。,1
漫画,ワンピース,用語,ONEPIECE_333,懸賞金がかけられた海賊を捕らえる職業を何と呼ぶ？,海賊狩り,賞金稼ぎ,ハンター,海賊退治人,1,懸賞金がかけられた海賊を捕らえる職業は「賞金稼ぎ」です。,1
漫画,ワンピース,用語,ONEPIECE_334,世界政府から与えられる、海賊を討伐する権限を持つ役職は何？,海軍,七武海,四皇,大将,1,海賊を討伐する権限を持つ役職は「七武海」です。,2
漫画,ワンピース,用語,ONEPIECE_335,新世界を支配する4人の大海賊を何と呼ぶ？,四皇,海賊王,最強の海賊,伝説の海賊,1,新世界を支配する4人の大海賊は「四皇」です。,1
漫画,ワンピース,用語,ONEPIECE_336,魚人族が住む海底の楽園の名前は？,魚人島,海底王国,海の底の国,アクア・アイランド,1,魚人族が住む海底の楽園は「魚人島」です。,1
漫画,ワンピース,用語,ONEPIECE_337,ドレスローザの地下に広がる、巨大な地下交易港の名前は？,地下港,闇の港,裏取引の港,秘密の港,1,ドレスローザの地下に広がる巨大な地下交易港は「地下港」です。,2
漫画,ワンピース,用語,ONEPIECE_338,ワノ国で、将軍を裏切り、オロチに仕えたのは誰？,カン十郎,錦えもん,雷ぞう,お菊,1,将軍を裏切りオロチに仕えたのはカン十郎です。,1
漫画,ワンピース,用語,ONEPIECE_339,ワノ国で、光月おでんの家紋は何？,光月の家紋,花の家紋,桜の家紋,月の家紋,1,光月おでんの家紋は「光月の家紋」です。,1
漫画,ワンピース,用語,ONEPIECE_340,悪魔の実の能力者が水中で動けなくなる現象を何と呼ぶ？,カナヅチ,水の呪い,悪魔の実の弱点,水に嫌われる,1,悪魔の実の能力者が水中で動けなくなる現象は「カナヅチ」です。,1
漫画,ワンピース,用語,ONEPIECE_341,覇気の中でも、周囲の人間を気絶させる能力を何と呼ぶ？,覇王色の覇気,武装色の覇気,見聞色の覇気,気配の覇気,1,周囲の人間を気絶させる能力は「覇王色の覇気」です。,1
漫画,ワンピース,用語,ONEPIECE_342,覇気の中でも、攻撃力を高め、悪魔の実の能力者にも攻撃が通用する能力を何と呼ぶ？,武装色の覇気,覇王色の覇気,見聞色の覇気,強化の覇気,1,攻撃力を高め、悪魔の実の能力者にも攻撃が通用する能力は「武装色の覇気」です。,1
漫画,ワンピース,用語,ONEPIECE_343,覇気の中でも、相手の気配を感じ取り、未来を予測する能力を何と呼ぶ？,見聞色の覇気,武装色の覇気,覇王色の覇気,予測の覇気,1,相手の気配を感じ取り、未来を予測する能力は「見聞色の覇気」です。,1
漫画,ワンピース,用語,ONEPIECE_344,悪魔の実の能力者が、能力を失うことなく海を渡る方法は何？,船に乗る,泳ぐ,別の船に乗る,能力を封印する,1,悪魔の実の能力者が能力を失うことなく海を渡る方法は「船に乗る」です。,1
漫画,ワンピース,用語,ONEPIECE_345,世界政府の諜報機関で、政府の命令で秘密裏に活動する組織を何と呼ぶ？,CP9,CP0,CP7,CP6,1,政府の命令で秘密裏に活動する組織は「CP9」や「CP0」です。,2
漫画,ワンピース,用語,ONEPIECE_346,世界政府に加盟している王国が年に一度集まる会議を何と呼ぶ？,世界会議,レヴェリー,世界政府会議,国王会議,1,世界政府に加盟している王国が年に一度集まる会議は「世界会議（レヴェリー）」です。,1
漫画,ワンピース,用語,ONEPIECE_347,悪魔の実を食べることで得られる能力の種類は？,超人系,動物系,自然系,特殊系,1,悪魔の実の能力の種類は「超人系」「動物系」「自然系」です。,2
漫画,ワンピース,用語,ONEPIECE_348,悪魔の実の能力者が死んだ後、その能力はどこへ行く？,近くの果実,別の能力者,ランダムな場所,消滅する,1,悪魔の実の能力者が死んだ後、その能力は近くの果実に宿ります。,2
漫画,ワンピース,用語,ONEPIECE_349,悪魔の実の能力を奪うことができるのは誰？,黒ひげ,ドフラミンゴ,クロコダイル,モリア,1,悪魔の実の能力を奪うことができるのは黒ひげです。,1
漫画,ワンピース,用語,ONEPIECE_350,「ワンピース」の世界における暦の数え方は？,西暦,海賊暦,新世界暦,グランドライン暦,1,「ワンピース」の世界における暦の数え方は「西暦」です。,2
漫画,ワンピース,地名,ONEPIECE_351,ルフィが生まれた村の名前は？,フーシャ村,ココヤシ村,シロップ村,バラティエ,1,ルフィが生まれた村は「フーシャ村」です。,1
漫画,ワンピース,地名,ONEPIECE_352,ゾロが育った道場のあった村の名前は？,シモツキ村,フーシャ村,ココヤシ村,シロップ村,1,ゾロが育った道場のあった村は「シモツキ村」です。,2
漫画,ワンピース,地名,ONEPIECE_353,ナミが育った村の名前は？,ココヤシ村,フーシャ村,シロップ村,バラティエ,1,ナミが育った村は「ココヤシ村」です。,1
漫画,ワンピース,地名,ONEPIECE_354,ウソップが育った村の名前は？,シロップ村,フーシャ村,ココヤシ村,バラティエ,1,ウソップが育った村は「シロップ村」です。,1
漫画,ワンピース,地名,ONEPIECE_355,サンジが修行した海上レストランの名前は？,バラティエ,フーシャ村,ココヤシ村,シロップ村,1,サンジが修行した海上レストランは「バラティエ」です。,1
漫画,ワンピース,地名,ONEPIECE_356,アラバスタ王国の首都の名前は？,アルバーナ,レインベース,ユバ,エルマル,1,アラバスタ王国の首都は「アルバーナ」です。,1
漫画,ワンピース,地名,ONEPIECE_357,空島で、神官たちが住む場所の名前は？,アッパーヤード,スカイピア,エンジェル島,雲の果て,1,神官たちが住む場所は「アッパーヤード」です。,1
漫画,ワンピース,地名,ONEPIECE_358,ウォーターセブンの造船ドックがある場所の名前は？,ドック1,ドック2,ドック3,ドック4,1,ウォーターセブンの造船ドックがある場所は「ドック1」です。,2
漫画,ワンピース,地名,ONEPIECE_359,エニエス・ロビーで、正義の門がある場所の名前は？,司法の塔,正義の塔,裁きの門,法の門,1,エニエス・ロビーで正義の門がある場所は「司法の塔」です。,2
漫画,ワンピース,地名,ONEPIECE_360,スリラーバークの船首にある巨大な顔のモチーフは？,ドクロ,鬼,悪魔,ゾンビ,1,スリラーバークの船首にある巨大な顔のモチーフは「ドクロ」です。,1
漫画,ワンピース,地名,ONEPIECE_361,シャボンディ諸島で、人間オークションが行われる場所は？,ヒューマンショップ,奴隷市場,オークション会場,闇の市場,1,人間オークションが行われる場所は「ヒューマンショップ」です。,1
漫画,ワンピース,地名,ONEPIECE_362,インペルダウンのLEVEL1の異名は？,紅蓮地獄,猛獣地獄,飢餓地獄,極寒地獄,1,LEVEL1の異名は「紅蓮地獄」です。,1
漫画,ワンピース,地名,ONEPIECE_363,インペルダウンのLEVEL2の異名は？,猛獣地獄,紅蓮地獄,飢餓地獄,極寒地獄,1,LEVEL2の異名は「猛獣地獄」です。,1
漫画,ワンピース,地名,ONEPIECE_364,インペルダウンのLEVEL3の異名は？,飢餓地獄,紅蓮地獄,猛獣地獄,極寒地獄,1,LEVEL3の異名は「飢餓地獄」です。,1
漫画,ワンピース,地名,ONEPIECE_365,インペルダウンのLEVEL4の異名は？,焦熱地獄,紅蓮地獄,猛獣地獄,極寒地獄,1,LEVEL4の異名は「焦熱地獄」です。,2
漫画,ワンピース,地名,ONEPIECE_366,インペルダウンのLEVEL5の異名は？,極寒地獄,紅蓮地獄,猛獣地獄,飢餓地獄,1,LEVEL5の異名は「極寒地獄」です。,1
漫画,ワンピース,地名,ONEPIECE_367,インペルダウンのLEVEL5.5の異名は？,ニューカマーランド,秘密の楽園,隠されたフロア,自由の地,1,LEVEL5.5の異名は「ニューカマーランド」です。,1
漫画,ワンピース,地名,ONEPIECE_368,インペルダウンのLEVEL6の異名は？,無限地獄,永久地獄,最深部,最悪の地獄,1,LEVEL6の異名は「無限地獄」です。,1
漫画,ワンピース,地名,ONEPIECE_369,マリンフォードの地形は何をモチーフにしている？,クジラ,船,鳥,魚,1,マリンフォードの地形はクジラをモチーフにしています。,2
漫画,ワンピース,地名,ONEPIECE_370,魚人島への入り口にある巨大な泡の名前は？,シャボン玉,コーティング膜,バブル,魚人の泡,1,魚人島への入り口にある巨大な泡は「シャボン玉」です。,2
漫画,ワンピース,地名,ONEPIECE_371,パンクハザードを形成する、氷と炎の二つの島を何と呼ぶ？,凍結の地と灼熱の地,氷の島と炎の島,極寒と灼熱,寒冷地と高温地,1,パンクハザードを形成するのは「凍結の地と灼熱の地」です。,1
漫画,ワンピース,地名,ONEPIECE_372,ドレスローザの地下にある、おもちゃの家は何？,おもちゃの家,ドールハウス,おもちゃ工場,おもちゃの国,1,ドレスローザの地下にあるおもちゃの家は「おもちゃの家」です。,2
漫画,ワンピース,地名,ONEPIECE_373,ゾウの背中にあるミンク族の国を何と呼ぶ？,モコモ公国,ゾウの国,ミンクの国,背中の国,1,ゾウの背中にあるミンク族の国は「モコモ公国」です。,1
漫画,ワンピース,地名,ONEPIECE_374,ホールケーキアイランドの中心にある、ビッグ・マムの城の名前は？,ホールケーキ城,お菓子の城,ビッグ・マム城,スウィーツ城,1,ホールケーキアイランドの中心にあるビッグ・マムの城は「ホールケーキ城」です。,1
漫画,ワンピース,地名,ONEPIECE_375,ワノ国の将軍が住む場所は？,花の都,鬼ヶ島,えびす町,兎丼,1,ワノ国の将軍が住む場所は「花の都」です。,1
漫画,ワンピース,地名,ONEPIECE_376,ワノ国で、カイドウとオロチが住む場所は？,鬼ヶ島,花の都,えびす町,兎丼,1,カイドウとオロチが住む場所は「鬼ヶ島」です。,1
漫画,ワンピース,キャラクター,ONEPIECE_377,ルフィの技「ゴムゴムの銃乱打」の英語名は？,Gomu Gomu no Gatling,Gomu Gomu no Pistol,Gomu Gomu no Bazooka,Gomu Gomu no Rifle,1,"「ゴムゴムの銃乱打」の英語名は「Gomu Gomu no Gatling」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_378,ゾロの技「鬼斬り」の英語名は？,Oni Giri,Sanzen Sekai,Rengoku Oni Giri,Ashura Ichibugin,1,"「鬼斬り」の英語名は「Oni Giri」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_379,ナミの技「サンダーボルトテンポ」の英語名は？,Thunderbolt Tempo,Cloudy Tempo,Rain Tempo,Gust Tempo,1,"「サンダーボルトテンポ」の英語名は「Thunderbolt Tempo」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_380,ウソップの技「火の鳥星」の英語名は？,Hissatsu Firebird Star,Hissatsu Green Star,Hissatsu Impact,Hissatsu Usopp Golden Pound,1,"「火の鳥星」の英語名は「Hissatsu Firebird Star」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_381,サンジの技「悪魔風脚」の英語名は？,Diable Jambe,Sky Walk,Blue Walk,Hell Memories,1,"「悪魔風脚」の英語名は「Diable Jambe」です。",2
漫画,ワンピース,キャラクター,ONEPIECE_382,チョッパーの技「ランブルボール」の英語名は？,Rumble Ball,Guard Point,Heavy Point,Brain Point,1,"「ランブルボール」の英語名は「Rumble Ball」です。",2
